"index,Date,Value,Sentiment,BTC_Closing,BTC_Volume,Sentiment_Group"
"70,2018-04-12,18.0,Extreme Fear,7889.25,8906250240,Fear"
"71,2018-04-13,23.0,Extreme Fear,7895.9599609375,7764460032,Fear"
"72,2018-04-14,NaN,NaN,7986.240234375,5191430144,NaN"
"73,2018-04-15,NaN,NaN,8329.1103515625,5244480000,NaN"
"74,2018-04-16,NaN,NaN,8058.669921875,5631309824,NaN"
"75,2018-04-17,26.0,Fear,7902.08984375,6900879872,Fear"
"76,2018-04-18,24.0,Extreme Fear,8163.419921875,6529909760,Fear"
"77,2018-04-19,25.0,Extreme Fear,8294.3095703125,7063209984,Fear"
"78,2018-04-20,26.0,Fear,8845.830078125,8438110208,Fear"
"79,2018-04-21,32.0,Fear,8895.580078125,7548550144,Fear"
"80,2018-04-22,31.0,Fear,8802.4599609375,6629899776,Fear"
"81,2018-04-23,28.0,Fear,8930.8798828125,6925190144,Fear"
"82,2018-04-24,29.0,Fear,9697.5,10678800384,Fear"
"83,2018-04-25,64.0,Greed,8845.740234375,11083100160,Greed"
"84,2018-04-26,47.0,Neutral,9281.509765625,8970559488,Neutral"
"85,2018-04-27,55.0,Greed,8987.0498046875,7566289920,Greed"
"86,2018-04-28,54.0,Neutral,9348.48046875,7805479936,Neutral"
"87,2018-04-29,61.0,Greed,9419.080078125,8853000192,Greed"
"88,2018-04-30,59.0,Greed,9240.5498046875,8673920000,Greed"
"89,2018-05-01,56.0,Greed,9119.009765625,7713019904,Greed"
"90,2018-05-02,52.0,Neutral,9235.919921875,7558159872,Neutral"
"91,2018-05-03,55.0,Greed,9743.8603515625,10207299584,Greed"
"92,2018-05-04,56.0,Greed,9700.759765625,8217829888,Greed"
"93,2018-05-05,63.0,Greed,9858.150390625,7651939840,Greed"
"94,2018-05-06,67.0,Greed,9654.7998046875,7222280192,Greed"
"95,2018-05-07,56.0,Greed,9373.009765625,7394019840,Greed"
"96,2018-05-08,62.0,Greed,9234.8203125,7415869952,Greed"
"97,2018-05-09,53.0,Neutral,9325.1796875,7226890240,Neutral"
"98,2018-05-10,63.0,Greed,9043.9404296875,6906699776,Greed"
"99,2018-05-11,41.0,Fear,8441.490234375,8488520192,Fear"
"100,2018-05-12,44.0,Fear,8504.8896484375,6821380096,Fear"
"101,2018-05-13,40.0,Fear,8723.9404296875,5866379776,Fear"
"102,2018-05-14,40.0,Fear,8716.7900390625,7364149760,Fear"
"103,2018-05-15,40.0,Fear,8510.3798828125,6705710080,Fear"
"104,2018-05-16,32.0,Fear,8368.830078125,6760220160,Fear"
"105,2018-05-17,31.0,Fear,8094.31982421875,5862530048,Fear"
"106,2018-05-18,37.0,Fear,8250.9697265625,5764190208,Fear"
"107,2018-05-19,31.0,Fear,8247.1796875,4712399872,Fear"
"108,2018-05-20,32.0,Fear,8513.25,5191059968,Fear"
"109,2018-05-21,41.0,Fear,8418.990234375,5154990080,Fear"
"110,2018-05-22,30.0,Fear,8041.77978515625,5137010176,Fear"
"111,2018-05-23,26.0,Fear,7557.81982421875,6491120128,Fear"
"112,2018-05-24,27.0,Fear,7587.33984375,6049220096,Fear"
"113,2018-05-25,25.0,Extreme Fear,7480.14013671875,4867829760,Fear"
"114,2018-05-26,23.0,Extreme Fear,7355.8798828125,4051539968,Fear"
"115,2018-05-27,19.0,Extreme Fear,7368.22021484375,4056519936,Fear"
"116,2018-05-28,22.0,Extreme Fear,7135.990234375,5040600064,Fear"
"117,2018-05-29,16.0,Extreme Fear,7472.58984375,5662660096,Fear"
"118,2018-05-30,38.0,Fear,7406.52001953125,4922540032,Fear"
"119,2018-05-31,25.0,Extreme Fear,7494.169921875,5127130112,Fear"
"120,2018-06-01,24.0,Extreme Fear,7541.4501953125,4921460224,Fear"
"121,2018-06-02,27.0,Fear,7643.4501953125,4939299840,Fear"
"122,2018-06-03,40.0,Fear,7720.25,4851760128,Fear"
"123,2018-06-04,41.0,Fear,7514.47021484375,4993169920,Fear"
"124,2018-06-05,26.0,Fear,7633.759765625,4961739776,Fear"
"125,2018-06-06,42.0,Fear,7653.97998046875,4692259840,Fear"
"126,2018-06-07,38.0,Fear,7678.240234375,4485799936,Fear"
"127,2018-06-08,40.0,Fear,7624.919921875,4227579904,Fear"
"128,2018-06-09,39.0,Fear,7531.97998046875,3845220096,Fear"
"129,2018-06-10,24.0,Extreme Fear,6786.02001953125,5804839936,Fear"
"130,2018-06-11,15.0,Extreme Fear,6906.919921875,4745269760,Fear"
"131,2018-06-12,19.0,Extreme Fear,6582.35986328125,4654380032,Fear"
"132,2018-06-13,19.0,Extreme Fear,6349.89990234375,5052349952,Fear"
"133,2018-06-14,17.0,Extreme Fear,6675.35009765625,5138710016,Fear"
"134,2018-06-15,26.0,Fear,6456.580078125,3955389952,Fear"
"135,2018-06-16,22.0,Extreme Fear,6550.16015625,3194170112,Fear"
"136,2018-06-17,23.0,Extreme Fear,6499.27001953125,3104019968,Fear"
"137,2018-06-18,27.0,Fear,6734.81982421875,4039200000,Fear"
"138,2018-06-19,32.0,Fear,6769.93994140625,4057029888,Fear"
"139,2018-06-20,34.0,Fear,6776.5498046875,3888640000,Fear"
"140,2018-06-21,37.0,Fear,6729.740234375,3529129984,Fear"
"141,2018-06-22,28.0,Fear,6083.68994140625,5079810048,Fear"
"142,2018-06-23,17.0,Extreme Fear,6162.47998046875,3431360000,Fear"
"143,2018-06-24,15.0,Extreme Fear,6173.22998046875,4566909952,Fear"
"144,2018-06-25,16.0,Extreme Fear,6249.18017578125,5500810240,Fear"
"145,2018-06-26,21.0,Extreme Fear,6093.669921875,3279759872,Fear"
"146,2018-06-27,18.0,Extreme Fear,6157.1298828125,3296219904,Fear"
"147,2018-06-28,20.0,Extreme Fear,5903.43994140625,3467800064,Fear"
"148,2018-06-29,16.0,Extreme Fear,6218.2998046875,3966230016,Fear"
"149,2018-06-30,22.0,Extreme Fear,6404.0,4543860224,Fear"
"150,2018-07-01,27.0,Fear,6385.81982421875,4788259840,Fear"
"151,2018-07-02,27.0,Fear,6614.18017578125,4396930048,Fear"
"152,2018-07-03,31.0,Fear,6529.58984375,4672309760,Fear"
"153,2018-07-04,33.0,Fear,6597.5498046875,4176689920,Fear"
"154,2018-07-05,37.0,Fear,6639.14013671875,4999240192,Fear"
"155,2018-07-06,34.0,Fear,6673.5,4313959936,Fear"
"156,2018-07-07,34.0,Fear,6856.93017578125,3961080064,Fear"
"157,2018-07-08,38.0,Fear,6773.8798828125,3386210048,Fear"
"158,2018-07-09,39.0,Fear,6741.75,3718129920,Fear"
"159,2018-07-10,37.0,Fear,6329.9501953125,4052430080,Fear"
"160,2018-07-11,29.0,Fear,6394.7099609375,3644859904,Fear"
"161,2018-07-12,33.0,Fear,6228.81005859375,3770170112,Fear"
"162,2018-07-13,29.0,Fear,6238.0498046875,3805400064,Fear"
"163,2018-07-14,29.0,Fear,6276.1201171875,2923670016,Fear"
"164,2018-07-15,32.0,Fear,6359.64013671875,3285459968,Fear"
"165,2018-07-16,36.0,Fear,6741.75,4725799936,Fear"
"166,2018-07-17,39.0,Fear,7321.0400390625,5961950208,Fear"
"167,2018-07-18,42.0,Fear,7370.77978515625,6103410176,Fear"
"168,2018-07-19,44.0,Fear,7466.85986328125,5111629824,Fear"
"169,2018-07-20,47.0,Neutral,7354.1298828125,4936869888,Neutral"
"170,2018-07-21,43.0,Fear,7419.2900390625,3726609920,Fear"
"171,2018-07-22,46.0,Fear,7418.490234375,3695460096,Fear"
"172,2018-07-23,44.0,Fear,7711.10986328125,5132480000,Fear"
"173,2018-07-24,49.0,Neutral,8424.26953125,7277689856,Neutral"
"174,2018-07-25,54.0,Neutral,8181.39013671875,5845400064,Neutral"
"175,2018-07-26,53.0,Neutral,7951.580078125,4899089920,Neutral"
"176,2018-07-27,47.0,Neutral,8165.009765625,5195879936,Neutral"
"177,2018-07-28,54.0,Neutral,8192.150390625,3988750080,Neutral"
"178,2018-07-29,54.0,Neutral,8218.4599609375,4107190016,Neutral"
"179,2018-07-30,53.0,Neutral,8180.47998046875,5551400000,Neutral"
"180,2018-07-31,48.0,Neutral,7780.43994140625,5287530000,Neutral"
"181,2018-08-01,39.0,Fear,7624.91015625,4797620000,Fear"
"182,2018-08-02,39.0,Fear,7567.14990234375,4214110000,Fear"
"183,2018-08-03,36.0,Fear,7434.39013671875,4627150000,Fear"
"184,2018-08-04,31.0,Fear,7032.85009765625,4268390000,Fear"
"185,2018-08-05,23.0,Extreme Fear,7068.47998046875,3679110000,Fear"
"186,2018-08-06,25.0,Extreme Fear,6951.7998046875,3925900000,Fear"
"187,2018-08-07,25.0,Extreme Fear,6753.1201171875,4682800000,Fear"
"188,2018-08-08,23.0,Extreme Fear,6305.7998046875,5064430000,Fear"
"189,2018-08-09,19.0,Extreme Fear,6568.22998046875,4267040000,Fear"
"190,2018-08-10,21.0,Extreme Fear,6184.7099609375,4528680000,Fear"
"191,2018-08-11,18.0,Extreme Fear,6295.72998046875,4047850000,Fear"
"192,2018-08-12,18.0,Extreme Fear,6322.68994140625,5665250000,Fear"
"193,2018-08-13,21.0,Extreme Fear,6297.56982421875,4083980000,Fear"
"194,2018-08-14,16.0,Extreme Fear,6199.7099609375,5301700000,Fear"
"195,2018-08-15,18.0,Extreme Fear,6308.52001953125,4895450000,Fear"
"196,2018-08-16,21.0,Extreme Fear,6334.72998046875,4328420000,Fear"
"197,2018-08-17,19.0,Extreme Fear,6580.6298828125,4992990000,Fear"
"198,2018-08-18,24.0,Extreme Fear,6423.759765625,3984520000,Fear"
"199,2018-08-19,27.0,Fear,6506.06982421875,3311170000,Fear"
"200,2018-08-20,26.0,Fear,6308.52978515625,3665100000,Fear"
"201,2018-08-21,19.0,Extreme Fear,6488.759765625,3377180000,Fear"
"202,2018-08-22,21.0,Extreme Fear,6376.7099609375,4668110000,Fear"
"203,2018-08-23,18.0,Extreme Fear,6534.8798828125,3426180000,Fear"
"204,2018-08-24,19.0,Extreme Fear,6719.9599609375,4097820000,Fear"
"205,2018-08-25,22.0,Extreme Fear,6763.18994140625,3312600000,Fear"
"206,2018-08-26,19.0,Extreme Fear,6707.259765625,3295500000,Fear"
"207,2018-08-27,18.0,Extreme Fear,6884.64013671875,4019000000,Fear"
"208,2018-08-28,19.0,Extreme Fear,7096.27978515625,4659940000,Fear"
"209,2018-08-29,19.0,Extreme Fear,7047.16015625,4145880000,Fear"
"210,2018-08-30,22.0,Extreme Fear,6978.22998046875,4463250000,Fear"
"211,2018-08-31,17.0,Extreme Fear,7037.580078125,4495650000,Fear"
"212,2018-09-01,21.0,Extreme Fear,7193.25,4116050000,Fear"
"213,2018-09-02,18.0,Extreme Fear,7272.72021484375,4329540000,Fear"
"214,2018-09-03,19.0,Extreme Fear,7260.06005859375,4087760000,Fear"
"215,2018-09-04,26.0,Fear,7361.66015625,4273640000,Fear"
"216,2018-09-05,17.0,Extreme Fear,6792.830078125,5800460000,Fear"
"217,2018-09-06,14.0,Extreme Fear,6529.169921875,5523470000,Fear"
"218,2018-09-07,17.0,Extreme Fear,6467.06982421875,4264680000,Fear"
"219,2018-09-08,18.0,Extreme Fear,6225.97998046875,3835060000,Fear"
"220,2018-09-09,13.0,Extreme Fear,6300.85986328125,3671890000,Fear"
"221,2018-09-10,15.0,Extreme Fear,6329.7001953125,3714100000,Fear"
"222,2018-09-11,18.0,Extreme Fear,6321.2001953125,3849910000,Fear"
"223,2018-09-12,14.0,Extreme Fear,6351.7998046875,4064230000,Fear"
"224,2018-09-13,20.0,Extreme Fear,6517.31005859375,4210910000,Fear"
"225,2018-09-14,23.0,Extreme Fear,6512.7099609375,4076220000,Fear"
"226,2018-09-15,24.0,Extreme Fear,6543.2001953125,3216300000,Fear"
"227,2018-09-16,28.0,Fear,6517.18017578125,3273730000,Fear"
"228,2018-09-17,25.0,Extreme Fear,6281.2001953125,3910780000,Fear"
"229,2018-09-18,21.0,Extreme Fear,6371.2998046875,4180090000,Fear"
"230,2018-09-19,24.0,Extreme Fear,6398.5400390625,4431340000,Fear"
"231,2018-09-20,24.0,Extreme Fear,6519.669921875,4348110000,Fear"
"232,2018-09-21,31.0,Fear,6734.9501953125,6531940000,Fear"
"233,2018-09-22,35.0,Fear,6721.97998046875,4509660000,Fear"
"234,2018-09-23,38.0,Fear,6710.6298828125,4197500000,Fear"
"235,2018-09-24,43.0,Fear,6595.41015625,4177310000,Fear"
"236,2018-09-25,37.0,Fear,6446.47021484375,4726180000,Fear"
"237,2018-09-26,37.0,Fear,6495.0,4437300000,Fear"
"238,2018-09-27,42.0,Fear,6676.75,4606810000,Fear"
"239,2018-09-28,42.0,Fear,6644.1298828125,5014430000,Fear"
"240,2018-09-29,37.0,Fear,6601.9599609375,4363690000,Fear"
"241,2018-09-30,34.0,Fear,6625.56005859375,4002280000,Fear"
"242,2018-10-01,35.0,Fear,6589.6201171875,4000970000,Fear"
"243,2018-10-02,33.0,Fear,6556.10009765625,3979260000,Fear"
"244,2018-10-03,36.0,Fear,6502.58984375,3887310000,Fear"
"245,2018-10-04,29.0,Fear,6576.68994140625,3838410000,Fear"
"246,2018-10-05,37.0,Fear,6622.47998046875,3671500000,Fear"
"247,2018-10-06,34.0,Fear,6588.31005859375,3259740000,Fear"
"248,2018-10-07,29.0,Fear,6602.9501953125,3306630000,Fear"
"249,2018-10-08,26.0,Fear,6652.22998046875,3979460000,Fear"
"250,2018-10-09,31.0,Fear,6642.64013671875,3580810000,Fear"
"251,2018-10-10,28.0,Fear,6585.52978515625,3787650000,Fear"
"252,2018-10-11,19.0,Extreme Fear,6256.240234375,5181640000,Fear"
"253,2018-10-12,13.0,Extreme Fear,6274.580078125,3783500000,Fear"
"254,2018-10-13,15.0,Extreme Fear,6285.990234375,3064030000,Fear"
"255,2018-10-14,18.0,Extreme Fear,6290.93017578125,3085320000,Fear"
"256,2018-10-15,20.0,Extreme Fear,6596.5400390625,7370770000,Fear"
"257,2018-10-16,24.0,Extreme Fear,6596.10986328125,4074800000,Fear"
"258,2018-10-17,23.0,Extreme Fear,6544.43017578125,4088420000,Fear"
"259,2018-10-18,26.0,Fear,6476.7099609375,3924080000,Fear"
"260,2018-10-19,24.0,Extreme Fear,6465.41015625,3578870000,Fear"
"261,2018-10-20,21.0,Extreme Fear,6489.18994140625,3379130000,Fear"
"262,2018-10-21,21.0,Extreme Fear,6482.35009765625,3253610000,Fear"
"263,2018-10-22,27.0,Fear,6487.16015625,3672860000,Fear"
"264,2018-10-23,24.0,Extreme Fear,6475.740234375,3716150000,Fear"
"265,2018-10-24,23.0,Extreme Fear,6495.83984375,3424670000,Fear"
"266,2018-10-25,25.0,Extreme Fear,6476.2900390625,3230550000,Fear"
"267,2018-10-26,29.0,Fear,6474.75,3306050000,Fear"
"268,2018-10-27,33.0,Fear,6480.3798828125,3393250000,Fear"
"269,2018-10-28,35.0,Fear,6486.39013671875,3445190000,Fear"
"270,2018-10-29,34.0,Fear,6332.6298828125,4199910000,Fear"
"271,2018-10-30,31.0,Fear,6334.27001953125,3781100000,Fear"
"272,2018-10-31,32.0,Fear,6317.60986328125,4191240000,Fear"
"273,2018-11-01,29.0,Fear,6377.77978515625,3789400000,Fear"
"274,2018-11-02,36.0,Fear,6388.43994140625,4234870000,Fear"
"275,2018-11-03,36.0,Fear,6361.259765625,3658640000,Fear"
"276,2018-11-04,41.0,Fear,6376.1298828125,4390020000,Fear"
"277,2018-11-05,42.0,Fear,6419.66015625,4174800000,Fear"
"278,2018-11-06,42.0,Fear,6461.009765625,4700040000,Fear"
"279,2018-11-07,48.0,Neutral,6530.14013671875,4941260000,Neutral"
"280,2018-11-08,51.0,Neutral,6453.72021484375,4665260000,Neutral"
"281,2018-11-09,47.0,Neutral,6385.6201171875,4346820000,Neutral"
"282,2018-11-10,52.0,Neutral,6409.22021484375,3705320000,Neutral"
"283,2018-11-11,54.0,Neutral,6411.27001953125,3939060000,Neutral"
"284,2018-11-12,52.0,Neutral,6371.27001953125,4295770000,Neutral"
"285,2018-11-13,56.0,Greed,6359.490234375,4503800000,Greed"
"286,2018-11-14,49.0,Neutral,5738.35009765625,7398940000,Neutral"
"287,2018-11-15,28.0,Fear,5648.02978515625,7032140000,Fear"
"288,2018-11-16,23.0,Extreme Fear,5575.5498046875,5279320000,Fear"
"289,2018-11-17,24.0,Extreme Fear,5554.330078125,4303150000,Fear"
"290,2018-11-18,26.0,Fear,5623.5400390625,4159680000,Fear"
"291,2018-11-19,28.0,Fear,4871.490234375,7039560000,Fear"
"292,2018-11-20,21.0,Extreme Fear,4451.8701171875,8428290000,Fear"
"293,2018-11-21,15.0,Extreme Fear,4602.169921875,6120120000,Fear"
"294,2018-11-22,14.0,Extreme Fear,4365.93994140625,4569370000,Fear"
"295,2018-11-23,12.0,Extreme Fear,4347.10986328125,4871490000,Fear"
"296,2018-11-24,15.0,Extreme Fear,3880.760009765625,4679500000,Fear"
"297,2018-11-25,9.0,Extreme Fear,4009.969970703125,6825640000,Fear"
"298,2018-11-26,17.0,Extreme Fear,3779.1298828125,6476900000,Fear"
"299,2018-11-27,11.0,Extreme Fear,3820.719970703125,5998720000,Fear"
"300,2018-11-28,14.0,Extreme Fear,4257.419921875,7280280000,Fear"
"301,2018-11-29,18.0,Extreme Fear,4278.8466796875,6503347767,Fear"
"302,2018-11-30,19.0,Extreme Fear,4017.2685546875,6048016717,Fear"
"303,2018-12-01,13.0,Extreme Fear,4214.671875,5375314093,Fear"
"304,2018-12-02,15.0,Extreme Fear,4139.8779296875,5262697895,Fear"
"305,2018-12-03,17.0,Extreme Fear,3894.130859375,5089570994,Fear"
"306,2018-12-04,12.0,Extreme Fear,3956.893798828125,5028069239,Fear"
"307,2018-12-05,19.0,Extreme Fear,3753.994873046875,5302481574,Fear"
"308,2018-12-06,13.0,Extreme Fear,3521.101806640625,5878333109,Fear"
"309,2018-12-07,11.0,Extreme Fear,3419.937255859375,6835615448,Fear"
"310,2018-12-08,11.0,Extreme Fear,3476.11474609375,5305024497,Fear"
"311,2018-12-09,14.0,Extreme Fear,3614.234375,4947372847,Fear"
"312,2018-12-10,19.0,Extreme Fear,3502.656005859375,5020968740,Fear"
"313,2018-12-11,15.0,Extreme Fear,3424.588134765625,4696765188,Fear"
"314,2018-12-12,14.0,Extreme Fear,3486.9501953125,4139364829,Fear"
"315,2018-12-13,14.0,Extreme Fear,3313.67724609375,4343372456,Fear"
"316,2018-12-14,10.0,Extreme Fear,3242.48486328125,4372763663,Fear"
"317,2018-12-15,11.0,Extreme Fear,3236.76171875,3551763561,Fear"
"318,2018-12-16,13.0,Extreme Fear,3252.839111328125,3744248994,Fear"
"319,2018-12-17,17.0,Extreme Fear,3545.86474609375,5409247918,Fear"
"320,2018-12-18,23.0,Extreme Fear,3696.05908203125,5911325473,Fear"
"321,2018-12-19,21.0,Extreme Fear,3745.95068359375,6810689119,Fear"
"322,2018-12-20,27.0,Fear,4134.44140625,8927129279,Fear"
"323,2018-12-21,35.0,Fear,3896.543701171875,7206015706,Fear"
"324,2018-12-22,28.0,Fear,4014.1826171875,5605823233,Fear"
"325,2018-12-23,31.0,Fear,3998.980224609375,6151275490,Fear"
"326,2018-12-24,25.0,Extreme Fear,4078.59912109375,7240968501,Fear"
"327,2018-12-25,33.0,Fear,3815.49072265625,6158207293,Fear"
"328,2018-12-26,26.0,Fear,3857.297607421875,5326547918,Fear"
"329,2018-12-27,29.0,Fear,3654.83349609375,5130222366,Fear"
"330,2018-12-28,21.0,Extreme Fear,3923.918701171875,5631554348,Fear"
"331,2018-12-29,24.0,Extreme Fear,3820.40869140625,4991655917,Fear"
"332,2018-12-30,23.0,Extreme Fear,3865.95263671875,4770578575,Fear"
"333,2018-12-31,26.0,Fear,3742.700439453125,4661840806,Fear"
"334,2019-01-01,24.0,Extreme Fear,3843.52001953125,4324200990,Fear"
"335,2019-01-02,30.0,Fear,3943.409423828125,5244856836,Fear"
"336,2019-01-03,33.0,Fear,3836.7412109375,4530215219,Fear"
"337,2019-01-04,48.0,Neutral,3857.717529296875,4847965467,Neutral"
"338,2019-01-05,36.0,Fear,3845.194580078125,5137609824,Fear"
"339,2019-01-06,31.0,Fear,4076.632568359375,5597027440,Fear"
"340,2019-01-07,39.0,Fear,4025.248291015625,5228625637,Fear"
"341,2019-01-08,39.0,Fear,4030.847900390625,5306593305,Fear"
"342,2019-01-09,42.0,Fear,4035.29638671875,5115905225,Fear"
"343,2019-01-10,37.0,Fear,3678.924560546875,6874143796,Fear"
"344,2019-01-11,19.0,Extreme Fear,3687.365478515625,5538712865,Fear"
"345,2019-01-12,22.0,Extreme Fear,3661.301025390625,4778170883,Fear"
"346,2019-01-13,21.0,Extreme Fear,3552.953125,4681302466,Fear"
"347,2019-01-14,16.0,Extreme Fear,3706.05224609375,5651384490,Fear"
"348,2019-01-15,27.0,Fear,3630.67529296875,5537192302,Fear"
"349,2019-01-16,24.0,Extreme Fear,3655.0068359375,5394457145,Fear"
"350,2019-01-17,28.0,Fear,3678.56396484375,5464420383,Fear"
"351,2019-01-18,29.0,Fear,3657.83935546875,5002961727,Fear"
"352,2019-01-19,31.0,Fear,3728.568359375,5955691380,Fear"
"353,2019-01-20,35.0,Fear,3601.013671875,5582489560,Fear"
"354,2019-01-21,30.0,Fear,3576.032470703125,5004347059,Fear"
"355,2019-01-22,27.0,Fear,3604.5771484375,5313623556,Fear"
"356,2019-01-23,33.0,Fear,3585.123046875,5433755649,Fear"
"357,2019-01-24,37.0,Fear,3600.865478515625,5262869046,Fear"
"358,2019-01-25,35.0,Fear,3599.765869140625,5265847539,Fear"
"359,2019-01-26,41.0,Fear,3602.46044921875,5098183235,Fear"
"360,2019-01-27,39.0,Fear,3583.9658203125,5570752966,Fear"
"361,2019-01-28,35.0,Fear,3470.450439453125,6908930483,Fear"
"362,2019-01-29,21.0,Extreme Fear,3448.116943359375,5897159493,Fear"
"363,2019-01-30,22.0,Extreme Fear,3486.181640625,5955112627,Fear"
"364,2019-01-31,17.0,Extreme Fear,3457.792724609375,5831198271,Fear"
"365,2019-02-01,23.0,Extreme Fear,3487.9453125,5422926707,Fear"
"366,2019-02-02,22.0,Extreme Fear,3521.060791015625,5071623601,Fear"
"367,2019-02-03,19.0,Extreme Fear,3464.013427734375,5043937584,Fear"
"368,2019-02-04,27.0,Fear,3459.154052734375,5332718886,Fear"
"369,2019-02-05,21.0,Extreme Fear,3466.357421875,5227549545,Fear"
"370,2019-02-06,14.0,Extreme Fear,3413.767822265625,5482196038,Fear"
"371,2019-02-07,18.0,Extreme Fear,3399.4716796875,5004962683,Fear"
"372,2019-02-08,37.0,Fear,3666.7802734375,7735623101,Fear"
"373,2019-02-09,42.0,Fear,3671.20361328125,6158833645,Fear"
"374,2019-02-10,40.0,Fear,3690.188232421875,6282256903,Fear"
"375,2019-02-11,46.0,Fear,3648.4306640625,6277056434,Fear"
"376,2019-02-12,38.0,Fear,3653.528564453125,6480384532,Fear"
"377,2019-02-13,48.0,Neutral,3632.070556640625,6438903823,Neutral"
"378,2019-02-14,48.0,Neutral,3616.880859375,6271044418,Neutral"
"379,2019-02-15,43.0,Fear,3620.810791015625,6091952231,Fear"
"380,2019-02-16,43.0,Fear,3629.78759765625,5934744052,Fear"
"381,2019-02-17,38.0,Fear,3673.836181640625,7039512503,Fear"
"382,2019-02-18,63.0,Greed,3915.71435546875,9908216640,Greed"
"383,2019-02-19,65.0,Greed,3947.094482421875,9933626655,Greed"
"384,2019-02-20,59.0,Greed,3999.820556640625,8693373948,Greed"
"385,2019-02-21,59.0,Greed,3954.1181640625,7775128102,Greed"
"386,2019-02-22,61.0,Greed,4005.526611328125,7826525254,Greed"
"387,2019-02-23,63.0,Greed,4142.52685546875,8922258316,Greed"
"388,2019-02-24,69.0,Greed,3810.427490234375,10794227451,Greed"
"389,2019-02-25,47.0,Neutral,3882.6962890625,9318796067,Neutral"
"390,2019-02-26,40.0,Fear,3854.35791015625,7931218996,Fear"
"391,2019-02-27,39.0,Fear,3851.04736328125,8301309684,Fear"
"392,2019-02-28,39.0,Fear,3854.785400390625,8399767798,Fear"
"393,2019-03-01,42.0,Fear,3859.583740234375,7661247975,Fear"
"394,2019-03-02,41.0,Fear,3864.4150390625,7578786076,Fear"
"395,2019-03-03,44.0,Fear,3847.17578125,7253558152,Fear"
"396,2019-03-04,36.0,Fear,3761.55712890625,9029175788,Fear"
"397,2019-03-05,35.0,Fear,3896.375,10174126415,Fear"
"398,2019-03-06,42.0,Fear,3903.942626953125,9175291529,Fear"
"399,2019-03-07,56.0,Greed,3911.484375,9584165519,Greed"
"400,2019-03-08,54.0,Neutral,3901.131591796875,10638638944,Neutral"
"401,2019-03-09,55.0,Greed,3963.313720703125,10796103518,Greed"
"402,2019-03-10,55.0,Greed,3951.599853515625,9713267607,Greed"
"403,2019-03-11,56.0,Greed,3905.227294921875,10125901903,Greed"
"404,2019-03-12,56.0,Greed,3909.15625,9809887079,Greed"
"405,2019-03-13,54.0,Neutral,3906.71728515625,9469184841,Neutral"
"406,2019-03-14,55.0,Greed,3924.369140625,10480789570,Greed"
"407,2019-03-15,55.0,Greed,3960.9111328125,9394210605,Greed"
"408,2019-03-16,54.0,Neutral,4048.725830078125,9856166973,Neutral"
"409,2019-03-17,58.0,Greed,4025.22900390625,8221625400,Greed"
"410,2019-03-18,56.0,Greed,4032.50732421875,9646954186,Greed"
"411,2019-03-19,56.0,Greed,4071.190185546875,9344919956,Greed"
"412,2019-03-20,55.0,Greed,4087.476318359375,10175916388,Greed"
"413,2019-03-21,62.0,Greed,4029.326904296875,10831212662,Greed"
"414,2019-03-22,56.0,Greed,4023.96826171875,9252935969,Greed"
"415,2019-03-23,50.0,Neutral,4035.826416015625,9578850549,Neutral"
"416,2019-03-24,44.0,Fear,4022.168212890625,9144851065,Fear"
"417,2019-03-25,46.0,Fear,3963.070556640625,10359818883,Fear"
"418,2019-03-26,43.0,Fear,3985.080810546875,10707678815,Fear"
"419,2019-03-27,44.0,Fear,4087.066162109375,10897131934,Fear"
"420,2019-03-28,49.0,Neutral,4069.107177734375,9353915899,Neutral"
"421,2019-03-29,50.0,Neutral,4098.37451171875,10918665557,Neutral"
"422,2019-03-30,57.0,Greed,4106.66015625,9732688060,Greed"
"423,2019-03-31,56.0,Greed,4105.404296875,9045122443,Greed"
"424,2019-04-01,62.0,Greed,4158.18310546875,10157794171,Greed"
"425,2019-04-02,60.0,Greed,4879.8779296875,21315047816,Greed"
"426,2019-04-03,71.0,Greed,4973.02197265625,22899891582,Greed"
"427,2019-04-04,61.0,Greed,4922.798828125,18251810240,Greed"
"428,2019-04-05,59.0,Greed,5036.68115234375,16837325387,Greed"
"429,2019-04-06,65.0,Greed,5059.8173828125,16929795194,Greed"
"430,2019-04-07,69.0,Greed,5198.89697265625,16655416140,Greed"
"431,2019-04-08,65.0,Greed,5289.77099609375,17154113634,Greed"
"432,2019-04-09,64.0,Greed,5204.95849609375,14722104361,Greed"
"433,2019-04-10,62.0,Greed,5324.5517578125,15504590933,Greed"
"434,2019-04-11,65.0,Greed,5064.48779296875,16555616019,Greed"
"435,2019-04-12,42.0,Fear,5089.5390625,13675206312,Fear"
"436,2019-04-13,62.0,Greed,5096.58642578125,10823289598,Greed"
"437,2019-04-14,51.0,Neutral,5167.72216796875,10391952498,Neutral"
"438,2019-04-15,60.0,Greed,5067.1083984375,12290155061,Greed"
"439,2019-04-16,50.0,Neutral,5235.5595703125,11618660197,Neutral"
"440,2019-04-17,61.0,Greed,5251.93798828125,12438480677,Greed"
"441,2019-04-18,64.0,Greed,5298.3857421875,13256489918,Greed"
"442,2019-04-19,61.0,Greed,5303.8125,13780238655,Greed"
"443,2019-04-20,62.0,Greed,5337.88623046875,13169647522,Greed"
